year,month_idx,temp_anomaly,temp_absolute,month
1883,8,-0.6920000000000001,13.238,Aug
1883,9,-0.795,11.325,Sep
1883,10,-0.406,8.854,Oct
1883,11,-1.227,4.893,Nov
1883,12,-0.41700000000000004,3.253,Dec
1884,1,-0.499,2.121,Jan
1884,2,-0.79,2.44,Feb
1884,3,-1.5130000000000001,3.817,Mar
1884,4,-1.181,7.178999999999999,Apr
1884,5,-1.182,10.187999999999999,May
1884,6,-0.956,12.574,Jun
1884,7,-0.804,13.606,Jul
1884,8,-0.7020000000000001,13.228,Aug
1884,9,-0.8059999999999999,11.314,Sep
1884,10,-0.64,8.62,Oct
1884,11,-0.9640000000000001,5.156,Nov
1884,12,-0.629,3.041,Dec
1885,1,-1.6780000000000002,0.942,Jan
1885,2,-1.0090000000000001,2.221,Feb
1885,3,-0.804,4.526,Mar
1885,4,-1.084,7.276,Apr
1885,5,-0.825,10.545,May
1885,6,-0.8029999999999999,12.727,Jun
1885,7,-0.46799999999999997,13.942,Jul
1885,8,-0.5529999999999999,13.376999999999999,Aug
1885,9,-0.696,11.424,Sep
1885,10,-0.506,8.754,Oct
1885,11,-0.682,5.438,Nov
1885,12,-0.005,3.665,Dec
1886,1,-1.2009999999999998,1.4190000000000003,Jan
1886,2,-1.492,1.738,Feb
1886,3,-1.126,4.204000000000001,Mar
1886,4,-0.523,7.837,Apr
1886,5,-0.63,10.739999999999998,May
1886,6,-0.77,12.76,Jun
1886,7,-0.225,14.185,Jul
1886,8,-0.581,13.349,Aug
1886,9,-0.52,11.6,Sep
1886,10,-0.7440000000000001,8.516,Oct
1886,11,-0.97,5.15,Nov
1886,12,-0.363,3.307,Dec
1887,1,-1.8719999999999999,0.7480000000000002,Jan
1887,2,-1.2690000000000001,1.9609999999999999,Feb
1887,3,-0.892,4.438,Mar
1887,4,-0.657,7.702999999999999,Apr
1887,5,-0.521,10.848999999999998,May
1887,6,-0.637,12.892999999999999,Jun
1887,7,-0.38299999999999995,14.027000000000001,Jul
1887,8,-0.8420000000000001,13.088,Aug
1887,9,-0.439,11.681,Sep
1887,10,-0.575,8.685,Oct
1887,11,-0.636,5.484,Nov
1887,12,-0.8170000000000001,2.8529999999999998,Dec
1888,1,-0.884,1.7360000000000002,Jan
1888,2,-1.254,1.976,Feb
1888,3,-1.067,4.263,Mar
1888,4,-0.518,7.842,Apr
1888,5,-0.7879999999999999,10.581999999999999,May
1888,6,-0.6609999999999999,12.869,Jun
1888,7,-0.17600000000000002,14.234,Jul
1888,8,-0.431,13.499,Aug
1888,9,-0.444,11.675999999999998,Sep
1888,10,-0.09,9.17,Oct
1888,11,-0.353,5.767,Nov
1888,12,-0.506,3.1639999999999997,Dec
1889,1,-0.883,1.737,Jan
1889,2,0.16899999999999998,3.399,Feb
1889,3,-0.067,5.263,Mar
1889,4,0.192,8.552,Apr
1889,5,-0.13,11.239999999999998,May
1889,6,-0.254,13.276,Jun
1889,7,-0.175,14.235,Jul
1889,8,-0.423,13.507,Aug
1889,9,-0.619,11.501,Sep
1889,10,-0.441,8.818999999999999,Oct
1889,11,-1.1059999999999999,5.014,Nov
1889,12,-0.645,3.025,Dec
1890,1,-0.961,1.6590000000000003,Jan
1890,2,-0.833,2.3970000000000002,Feb
1890,3,-1.143,4.187,Mar
1890,4,-0.6809999999999999,7.678999999999999,Apr
1890,5,-0.92,10.45,May
1890,6,-0.622,12.908,Jun
1890,7,-0.35,14.06,Jul
1890,8,-0.6409999999999999,13.289,Aug
1890,9,-0.643,11.476999999999999,Sep
1890,10,-0.095,9.165,Oct
1890,11,-0.977,5.143,Nov
1890,12,-0.721,2.949,Dec
1891,1,-0.955,1.665,Jan
1891,2,-1.399,1.831,Feb
1891,3,-0.575,4.755,Mar
1891,4,-0.72,7.64,Apr
1891,5,-0.56,10.809999999999999,May
1891,6,-0.644,12.886,Jun
1891,7,-0.501,13.909,Jul
1891,8,-0.46399999999999997,13.466,Aug
1891,9,-0.37799999999999995,11.741999999999999,Sep
1891,10,-0.539,8.721,Oct
1891,11,-1.026,5.094,Nov
1891,12,-0.051,3.6189999999999998,Dec
1892,1,-0.703,1.9170000000000003,Jan
1892,2,-0.434,2.796,Feb
1892,3,-1.004,4.3260000000000005,Mar
1892,4,-0.823,7.536999999999999,Apr
1892,5,-0.77,10.6,May
1892,6,-0.244,13.286,Jun
1892,7,-0.501,13.909,Jul
1892,8,-0.47600000000000003,13.453999999999999,Aug
1892,9,-0.4,11.719999999999999,Sep
1892,10,0.001,9.261,Oct
1892,11,-1.266,4.854,Nov
1892,12,-0.705,2.965,Dec
1893,1,-2.103,0.5169999999999999,Jan
1893,2,-1.565,1.665,Feb
1893,3,-0.37799999999999995,4.952,Mar
1893,4,-0.377,7.983,Apr
1893,5,-0.631,10.738999999999999,May
1893,6,-0.47700000000000004,13.052999999999999,Jun
1893,7,-0.08900000000000001,14.321,Jul
1893,8,-0.48,13.45,Aug
1893,9,-0.36700000000000005,11.752999999999998,Sep
1893,10,-0.11,9.15,Oct
1893,11,-0.24,5.88,Nov
1893,12,-0.5429999999999999,3.127,Dec
1894,1,-0.961,1.6590000000000003,Jan
1894,2,-0.319,2.911,Feb
1894,3,-0.22699999999999998,5.103,Mar
1894,4,-0.7090000000000001,7.651,Apr
1894,5,-0.43799999999999994,10.931999999999999,May
1894,6,-0.69,12.84,Jun
1894,7,-0.406,14.004,Jul
1894,8,-0.426,13.504,Aug
1894,9,-0.5479999999999999,11.572,Sep
1894,10,-0.151,9.109,Oct
1894,11,-0.733,5.3870000000000005,Nov
1894,12,-0.519,3.151,Dec
1895,1,-1.278,1.342,Jan
1895,2,-1.2009999999999998,2.029,Feb
1895,3,-0.6579999999999999,4.672000000000001,Mar
1895,4,-0.1,8.26,Apr
1895,5,-0.491,10.879,May
1895,6,-0.46,13.069999999999999,Jun
1895,7,-0.349,14.061,Jul
1895,8,-0.42,13.51,Aug
1895,9,-0.387,11.732999999999999,Sep
1895,10,-0.154,9.106,Oct
1895,11,-0.363,5.757,Nov
1895,12,-0.204,3.4659999999999997,Dec
1896,1,-0.307,2.313,Jan
1896,2,-0.526,2.7039999999999997,Feb
1896,3,-1.074,4.256,Mar
1896,4,-1.022,7.337999999999999,Apr
1896,5,-0.45799999999999996,10.911999999999999,May
1896,6,-0.218,13.312,Jun
1896,7,-0.17800000000000002,14.232,Jul
1896,8,-0.262,13.668,Aug
1896,9,-0.292,11.828,Sep
1896,10,0.149,9.408999999999999,Oct
1896,11,-0.763,5.357,Nov
1896,12,-0.36700000000000005,3.303,Dec
1897,1,-0.73,1.8900000000000001,Jan
1897,2,-0.7829999999999999,2.447,Feb
1897,3,-1.024,4.306,Mar
1897,4,-0.11199999999999999,8.248,Apr
1897,5,0.012,11.382,May
1897,6,-0.214,13.315999999999999,Jun
1897,7,-0.096,14.314,Jul
1897,8,-0.24600000000000002,13.684,Aug
1897,9,-0.195,11.924999999999999,Sep
1897,10,-0.064,9.196,Oct
1897,11,-0.51,5.61,Nov
1897,12,-0.49200000000000005,3.178,Dec
1898,1,0.153,2.773,Jan
1898,2,-0.8590000000000001,2.371,Feb
1898,3,-1.597,3.733,Mar
1898,4,-0.466,7.893999999999999,Apr
1898,5,-0.507,10.863,May
1898,6,-0.095,13.434999999999999,Jun
1898,7,-0.264,14.146,Jul
1898,8,-0.304,13.626,Aug
1898,9,-0.355,11.764999999999999,Sep
1898,10,-0.461,8.799,Oct
1898,11,-0.657,5.463,Nov
1898,12,-0.252,3.418,Dec
1899,1,-0.094,2.5260000000000002,Jan
1899,2,-0.8340000000000001,2.396,Feb
1899,3,-0.725,4.605,Mar
1899,4,-0.066,8.293999999999999,Apr
1899,5,-0.371,10.998999999999999,May
1899,6,-0.665,12.864999999999998,Jun
1899,7,-0.21100000000000002,14.199,Jul
1899,8,-0.084,13.846,Aug
1899,9,0.040999999999999995,12.161,Sep
1899,10,0.135,9.395,Oct
1899,11,0.48100000000000004,6.601,Nov
1899,12,-0.6970000000000001,2.973,Dec
1900,1,-1.187,1.433,Jan
1900,2,-0.13,3.1,Feb
1900,3,0.13,5.46,Mar
1900,4,-0.139,8.221,Apr
1900,5,-0.002,11.367999999999999,May
1900,6,-0.244,13.286,Jun
1900,7,-0.244,14.166,Jul
1900,8,-0.085,13.844999999999999,Aug
1900,9,-0.147,11.972999999999999,Sep
1900,10,0.413,9.673,Oct
1900,11,-0.3,5.82,Nov
1900,12,-0.03,3.64,Dec
1901,1,-0.48200000000000004,2.138,Jan
1901,2,-0.14400000000000002,3.086,Feb
1901,3,0.261,5.591,Mar
1901,4,0.151,8.511,Apr
1901,5,-0.21100000000000002,11.158999999999999,May
1901,6,-0.129,13.401,Jun
1901,7,-0.033,14.377,Jul
1901,8,-0.09,13.84,Aug
1901,9,-0.162,11.957999999999998,Sep
1901,10,-0.297,8.963,Oct
1901,11,-0.235,5.885,Nov
1901,12,-0.358,3.312,Dec
1902,1,-0.005,2.615,Jan
1902,2,0.355,3.585,Feb
1902,3,-0.49,4.84,Mar
1902,4,-0.439,7.920999999999999,Apr
1902,5,-0.485,10.885,May
1902,6,-0.316,13.213999999999999,Jun
1902,7,-0.174,14.236,Jul
1902,8,-0.304,13.626,Aug
1902,9,-0.33399999999999996,11.786,Sep
1902,10,-0.48200000000000004,8.778,Oct
1902,11,-0.907,5.213,Nov
1902,12,-0.986,2.684,Dec
1903,1,-0.198,2.422,Jan
1903,2,0.28300000000000003,3.513,Feb
1903,3,-0.435,4.8950000000000005,Mar
1903,4,-0.5870000000000001,7.773,Apr
1903,5,-0.625,10.745,May
1903,6,-0.643,12.886999999999999,Jun
1903,7,-0.385,14.025,Jul
1903,8,-0.467,13.463,Aug
1903,9,-0.614,11.505999999999998,Sep
1903,10,-0.48100000000000004,8.779,Oct
1903,11,-0.622,5.498,Nov
1903,12,-0.805,2.8649999999999998,Dec
1904,1,-0.99,1.6300000000000001,Jan
1904,2,-0.9,2.33,Feb
1904,3,-0.7929999999999999,4.537,Mar
1904,4,-0.691,7.669,Apr
1904,5,-0.5489999999999999,10.821,May
1904,6,-0.526,13.004,Jun
1904,7,-0.557,13.853,Jul
1904,8,-0.44799999999999995,13.482,Aug
1904,9,-0.7390000000000001,11.380999999999998,Sep
1904,10,-0.451,8.809,Oct
1904,11,0.061,6.181,Nov
1904,12,-0.366,3.304,Dec
1905,1,-0.35600000000000004,2.2640000000000002,Jan
1905,2,-1.381,1.849,Feb
1905,3,-0.767,4.563,Mar
1905,4,-0.65,7.709999999999999,Apr
1905,5,-0.384,10.985999999999999,May
1905,6,-0.43,13.1,Jun
1905,7,-0.307,14.103,Jul
1905,8,-0.301,13.629,Aug
1905,9,-0.31,11.809999999999999,Sep
1905,10,-0.235,9.025,Oct
1905,11,0.081,6.2010000000000005,Nov
1905,12,-0.332,3.338,Dec
1906,1,-0.523,2.097,Jan
1906,2,-0.895,2.335,Feb
1906,3,-0.43,4.9,Mar
1906,4,0.259,8.619,Apr
1906,5,-0.132,11.238,May
1906,6,-0.157,13.373,Jun
1906,7,-0.237,14.173,Jul
1906,8,-0.182,13.748,Aug
1906,9,-0.355,11.764999999999999,Sep
1906,10,-0.016,9.244,Oct
1906,11,-0.706,5.414,Nov
1906,12,0.037000000000000005,3.707,Dec
1907,1,-0.8490000000000001,1.771,Jan
1907,2,-1.123,2.107,Feb
1907,3,-0.752,4.578,Mar
1907,4,-0.799,7.560999999999999,Apr
1907,5,-1.001,10.369,May
1907,6,-0.7809999999999999,12.748999999999999,Jun
1907,7,-0.632,13.778,Jul
1907,8,-0.518,13.411999999999999,Aug
1907,9,-0.433,11.687,Sep
1907,10,-0.073,9.187,Oct
1907,11,-0.985,5.135,Nov
1907,12,-0.767,2.903,Dec
1908,1,-0.397,2.223,Jan
1908,2,-0.46299999999999997,2.767,Feb
1908,3,-1.2109999999999999,4.119,Mar
1908,4,-0.518,7.842,Apr
1908,5,-0.268,11.101999999999999,May
1908,6,-0.27899999999999997,13.251,Jun
1908,7,-0.244,14.166,Jul
1908,8,-0.5489999999999999,13.381,Aug
1908,9,-0.152,11.968,Sep
1908,10,-0.41700000000000004,8.843,Oct
1908,11,-0.8420000000000001,5.2780000000000005,Nov
1908,12,-0.637,3.033,Dec
1909,1,-1.246,1.374,Jan
1909,2,-0.564,2.666,Feb
1909,3,-0.735,4.595,Mar
1909,4,-0.831,7.529,Apr
1909,5,-0.779,10.591,May
1909,6,-0.621,12.908999999999999,Jun
1909,7,-0.35700000000000004,14.053,Jul
1909,8,-0.14,13.79,Aug
1909,9,-0.254,11.866,Sep
1909,10,-0.064,9.196,Oct
1909,11,0.063,6.183,Nov
1909,12,-0.496,3.174,Dec
1910,1,-0.29,2.33,Jan
1910,2,-0.46299999999999997,2.767,Feb
1910,3,-0.775,4.555,Mar
1910,4,-0.26,8.1,Apr
1910,5,-0.363,11.007,May
1910,6,-0.371,13.158999999999999,Jun
1910,7,-0.099,14.311,Jul
1910,8,-0.21600000000000003,13.714,Aug
1910,9,-0.396,11.723999999999998,Sep
1910,10,-0.292,8.968,Oct
1910,11,-0.87,5.25,Nov
1910,12,-1.033,2.637,Dec
1911,1,-1.0070000000000001,1.613,Jan
1911,2,-0.797,2.433,Feb
1911,3,-0.993,4.337,Mar
1911,4,-0.37200000000000005,7.9879999999999995,Apr
1911,5,-0.565,10.805,May
1911,6,-0.513,13.017,Jun
1911,7,-0.34299999999999997,14.067,Jul
1911,8,-0.408,13.522,Aug
1911,9,-0.493,11.626999999999999,Sep
1911,10,-0.035,9.225,Oct
1911,11,-0.215,5.905,Nov
1911,12,-0.314,3.356,Dec
1912,1,-0.267,2.353,Jan
1912,2,0.078,3.308,Feb
1912,3,-1.002,4.328,Mar
1912,4,-0.126,8.234,Apr
1912,5,-0.134,11.235999999999999,May
1912,6,-0.092,13.437999999999999,Jun
1912,7,-0.6759999999999999,13.734,Jul
1912,8,-0.8420000000000001,13.088,Aug
1912,9,-0.882,11.238,Sep
1912,10,-0.9440000000000001,8.315999999999999,Oct
1912,11,-0.626,5.494,Nov
1912,12,-0.632,3.038,Dec
1913,1,-0.541,2.079,Jan
1913,2,-0.8190000000000001,2.411,Feb
1913,3,-0.8370000000000001,4.493,Mar
1913,4,-0.305,8.055,Apr
1913,5,-0.621,10.748999999999999,May
1913,6,-0.525,13.004999999999999,Jun
1913,7,-0.243,14.167,Jul
1913,8,-0.185,13.745,Aug
1913,9,-0.39,11.729999999999999,Sep
1913,10,-0.267,8.993,Oct
1913,11,-0.14800000000000002,5.972,Nov
1913,12,0.408,4.078,Dec
1914,1,0.746,3.366,Jan
1914,2,-0.013000000000000001,3.217,Feb
1914,3,-0.369,4.961,Mar
1914,4,-0.231,8.129,Apr
1914,5,-0.084,11.286,May
1914,6,-0.066,13.463999999999999,Jun
1914,7,-0.13,14.28,Jul
1914,8,-0.188,13.741999999999999,Aug
1914,9,-0.228,11.892,Sep
1914,10,0.10800000000000001,9.368,Oct
1914,11,-0.385,5.735,Nov
1914,12,-0.096,3.574,Dec
1915,1,-0.299,2.321,Jan
1915,2,0.08199999999999999,3.312,Feb
1915,3,-0.20600000000000002,5.124,Mar
1915,4,0.385,8.745,Apr
1915,5,0.139,11.508999999999999,May
1915,6,-0.256,13.274,Jun
1915,7,0.027000000000000003,14.437,Jul
1915,8,-0.128,13.802,Aug
1915,9,-0.253,11.866999999999999,Sep
1915,10,-0.29,8.97,Oct
1915,11,0.049,6.1690000000000005,Nov
1915,12,-0.062,3.608,Dec
1916,1,-0.021,2.599,Jan
1916,2,-0.27699999999999997,2.953,Feb
1916,3,-0.48100000000000004,4.849,Mar
1916,4,-0.297,8.062999999999999,Apr
1916,5,-0.366,11.004,May
1916,6,-0.564,12.966,Jun
1916,7,-0.34600000000000003,14.064,Jul
1916,8,-0.315,13.615,Aug
1916,9,-0.39799999999999996,11.722,Sep
1916,10,-0.207,9.052999999999999,Oct
1916,11,-0.574,5.546,Nov
1916,12,-1.3719999999999999,2.298,Dec
1917,1,-0.434,2.186,Jan
1917,2,-0.8190000000000001,2.411,Feb
1917,3,-0.93,4.4,Mar
1917,4,-0.519,7.840999999999999,Apr
1917,5,-0.9670000000000001,10.402999999999999,May
1917,6,-0.644,12.886,Jun
1917,7,-0.106,14.304,Jul
1917,8,-0.37799999999999995,13.552,Aug
1917,9,-0.348,11.771999999999998,Sep
1917,10,-0.706,8.554,Oct
1917,11,-0.28800000000000003,5.832,Nov
1917,12,-1.413,2.2569999999999997,Dec
1918,1,-0.7090000000000001,1.911,Jan
1918,2,-0.746,2.484,Feb
1918,3,-0.48100000000000004,4.849,Mar
1918,4,-0.7090000000000001,7.651,Apr
1918,5,-0.828,10.542,May
1918,6,-0.645,12.885,Jun
1918,7,-0.449,13.961,Jul
1918,8,-0.517,13.413,Aug
1918,9,-0.221,11.899,Sep
1918,10,0.184,9.443999999999999,Oct
1918,11,-0.408,5.712,Nov
1918,12,-0.826,2.844,Dec
1919,1,-0.45399999999999996,2.1660000000000004,Jan
1919,2,-0.409,2.821,Feb
1919,3,-0.5820000000000001,4.748,Mar
1919,4,0.14400000000000002,8.504,Apr
1919,5,-0.41700000000000004,10.953,May
1919,6,-0.342,13.187999999999999,Jun
1919,7,-0.149,14.261000000000001,Jul
1919,8,-0.08199999999999999,13.847999999999999,Aug
1919,9,-0.145,11.975,Sep
1919,10,0.06,9.32,Oct
1919,11,-0.6509999999999999,5.469,Nov
1919,12,-0.47100000000000003,3.199,Dec
1920,1,0.18100000000000002,2.801,Jan
1920,2,-0.452,2.778,Feb
1920,3,-0.10800000000000001,5.222,Mar
1920,4,-0.066,8.293999999999999,Apr
1920,5,-0.251,11.119,May
1920,6,-0.444,13.085999999999999,Jun
1920,7,-0.17800000000000002,14.232,Jul
1920,8,-0.24100000000000002,13.689,Aug
1920,9,-0.344,11.776,Sep
1920,10,-0.271,8.988999999999999,Oct
1920,11,-0.565,5.555,Nov
1920,12,-1.0759999999999998,2.5940000000000003,Dec
1921,1,0.363,2.983,Jan
1921,2,-0.10800000000000001,3.122,Feb
1921,3,-0.302,5.0280000000000005,Mar
1921,4,-0.035,8.325,Apr
1921,5,-0.152,11.218,May
1921,6,-0.1,13.43,Jun
1921,7,0.027000000000000003,14.437,Jul
1921,8,-0.389,13.541,Aug
1921,9,-0.253,11.866999999999999,Sep
1921,10,0.015,9.275,Oct
1921,11,-0.237,5.883,Nov
1921,12,-0.008,3.662,Dec
1922,1,-0.473,2.1470000000000002,Jan
1922,2,-0.8690000000000001,2.3609999999999998,Feb
1922,3,-0.16699999999999998,5.163,Mar
1922,4,0.047,8.407,Apr
1922,5,-0.264,11.106,May
1922,6,-0.205,13.325,Jun
1922,7,-0.16,14.25,Jul
1922,8,-0.361,13.568999999999999,Aug
1922,9,-0.385,11.735,Sep
1922,10,-0.23600000000000002,9.024,Oct
1922,11,-0.071,6.049,Nov
1922,12,-0.012,3.658,Dec
1923,1,-0.156,2.464,Jan
1923,2,-0.665,2.565,Feb
1923,3,-0.48100000000000004,4.849,Mar
1923,4,-0.629,7.731,Apr
1923,5,-0.539,10.831,May
1923,6,-0.278,13.251999999999999,Jun
1923,7,-0.46399999999999997,13.946,Jul
1923,8,-0.32899999999999996,13.600999999999999,Aug
1923,9,-0.287,11.832999999999998,Sep
1923,10,0.21,9.47,Oct
1923,11,0.20800000000000002,6.328,Nov
1923,12,0.192,3.862,Dec
1924,1,-0.305,2.315,Jan
1924,2,-0.35200000000000004,2.878,Feb
1924,3,0.015,5.345,Mar
1924,4,-0.402,7.957999999999999,Apr
1924,5,-0.19899999999999998,11.171,May
1924,6,-0.22399999999999998,13.306,Jun
1924,7,-0.145,14.265,Jul
1924,8,-0.293,13.637,Aug
1924,9,-0.165,11.955,Sep
1924,10,-0.099,9.161,Oct
1924,11,0.217,6.337,Nov
1924,12,-0.265,3.405,Dec
1925,1,-0.361,2.2590000000000003,Jan
1925,2,-0.544,2.686,Feb
1925,3,-0.21600000000000003,5.114,Mar
1925,4,0.081,8.440999999999999,Apr
1925,5,-0.344,11.026,May
1925,6,-0.48700000000000004,13.043,Jun
1925,7,-0.35600000000000004,14.054,Jul
1925,8,-0.17800000000000002,13.751999999999999,Aug
1925,9,-0.183,11.937,Sep
1925,10,-0.113,9.147,Oct
1925,11,0.2,6.32,Nov
1925,12,0.6890000000000001,4.359,Dec
1926,1,0.815,3.435,Jan
1926,2,0.495,3.725,Feb
1926,3,0.524,5.854,Mar
1926,4,-0.154,8.206,Apr
1926,5,-0.47200000000000003,10.898,May
1926,6,-0.28300000000000003,13.247,Jun
1926,7,-0.265,14.145,Jul
1926,8,-0.055999999999999994,13.874,Aug
1926,9,-0.08900000000000001,12.030999999999999,Sep
1926,10,0.29,9.549999999999999,Oct
1926,11,0.20600000000000002,6.3260000000000005,Nov
1926,12,-0.32299999999999995,3.347,Dec
1927,1,-0.226,2.394,Jan
1927,2,-0.172,3.058,Feb
1927,3,-0.682,4.648,Mar
1927,4,-0.34299999999999997,8.017,Apr
1927,5,-0.275,11.094999999999999,May
1927,6,-0.254,13.276,Jun
1927,7,-0.095,14.315,Jul
1927,8,-0.222,13.708,Aug
1927,9,0.09699999999999999,12.216999999999999,Sep
1927,10,0.58,9.84,Oct
1927,11,0.228,6.348,Nov
1927,12,-0.433,3.237,Dec
1928,1,0.42,3.04,Jan
1928,2,0.08199999999999999,3.312,Feb
1928,3,-0.37799999999999995,4.952,Mar
1928,4,-0.094,8.266,Apr
1928,5,-0.209,11.161,May
1928,6,-0.428,13.101999999999999,Jun
1928,7,-0.141,14.269,Jul
1928,8,-0.22899999999999998,13.701,Aug
1928,9,-0.11,12.01,Sep
1928,10,0.2,9.459999999999999,Oct
1928,11,0.205,6.325,Nov
1928,12,0.19,3.86,Dec
1929,1,-0.57,2.0500000000000003,Jan
1929,2,-1.08,2.15,Feb
1929,3,-0.231,5.099,Mar
1929,4,-0.258,8.102,Apr
1929,5,-0.42700000000000005,10.943,May
1929,6,-0.642,12.888,Jun
1929,7,-0.451,13.959,Jul
1929,8,-0.264,13.666,Aug
1929,9,-0.34299999999999997,11.777,Sep
1929,10,0.171,9.431,Oct
1929,11,-0.008,6.112,Nov
1929,12,-1.157,2.513,Dec
1930,1,-0.243,2.3770000000000002,Jan
1930,2,-0.131,3.099,Feb
1930,3,0.182,5.5120000000000005,Mar
1930,4,-0.205,8.155,Apr
1930,5,-0.289,11.081,May
1930,6,-0.23199999999999998,13.298,Jun
1930,7,0.034,14.444,Jul
1930,8,-0.027000000000000003,13.903,Aug
1930,9,-0.282,11.838,Sep
1930,10,-0.040999999999999995,9.219,Oct
1930,11,0.40399999999999997,6.524,Nov
1930,12,0.095,3.765,Dec
1931,1,0.12300000000000001,2.7430000000000003,Jan
1931,2,-0.541,2.689,Feb
1931,3,-0.133,5.197,Mar
1931,4,-0.21899999999999997,8.141,Apr
1931,5,-0.375,10.995,May
1931,6,0.027000000000000003,13.556999999999999,Jun
1931,7,0.14300000000000002,14.553,Jul
1931,8,0.174,14.104,Aug
1931,9,0.133,12.253,Sep
1931,10,0.628,9.888,Oct
1931,11,0.068,6.188,Nov
1931,12,0.29600000000000004,3.966,Dec
1932,1,0.9570000000000001,3.577,Jan
1932,2,-0.3,2.93,Feb
1932,3,-0.405,4.925,Mar
1932,4,0.428,8.788,Apr
1932,5,-0.133,11.236999999999998,May
1932,6,-0.168,13.362,Jun
1932,7,-0.043,14.367,Jul
1932,8,-0.183,13.747,Aug
1932,9,0.17,12.29,Sep
1932,10,0.423,9.683,Oct
1932,11,-0.265,5.855,Nov
1932,12,-0.165,3.505,Dec
1933,1,-0.485,2.1350000000000002,Jan
1933,2,-0.596,2.634,Feb
1933,3,-0.45,4.88,Mar
1933,4,-0.218,8.142,Apr
1933,5,-0.315,11.055,May
1933,6,-0.405,13.125,Jun
1933,7,-0.174,14.236,Jul
1933,8,-0.182,13.748,Aug
1933,9,-0.27699999999999997,11.843,Sep
1933,10,-0.019,9.241,Oct
1933,11,-0.23800000000000002,5.882,Nov
1933,12,-0.5820000000000001,3.088,Dec
1934,1,-0.142,2.478,Jan
1934,2,0.479,3.709,Feb
1934,3,-0.522,4.808,Mar
1934,4,-0.36200000000000004,7.997999999999999,Apr
1934,5,0.109,11.479,May
1934,6,-0.10800000000000001,13.421999999999999,Jun
1934,7,-0.049,14.361,Jul
1934,8,-0.12,13.81,Aug
1934,9,-0.401,11.719,Sep
1934,10,0.158,9.418,Oct
1934,11,0.259,6.3790000000000004,Nov
1934,12,0.311,3.981,Dec
1935,1,-0.436,2.184,Jan
1935,2,0.91,4.14,Feb
1935,3,0.064,5.394,Mar
1935,4,-0.59,7.77,Apr
1935,5,-0.46399999999999997,10.905999999999999,May
1935,6,-0.209,13.321,Jun
1935,7,-0.08,14.33,Jul
1935,8,-0.151,13.779,Aug
1935,9,-0.136,11.984,Sep
1935,10,0.223,9.483,Oct
1935,11,-0.7140000000000001,5.406,Nov
1935,12,-0.27899999999999997,3.391,Dec
1936,1,-0.401,2.2190000000000003,Jan
1936,2,-0.737,2.493,Feb
1936,3,-0.317,5.013,Mar
1936,4,-0.23399999999999999,8.126,Apr
1936,5,-0.13699999999999998,11.232999999999999,May
1936,6,-0.171,13.359,Jun
1936,7,0.237,14.647,Jul
1936,8,-0.057999999999999996,13.872,Aug
1936,9,-0.111,12.008999999999999,Sep
1936,10,0.175,9.435,Oct
1936,11,0.075,6.195,Nov
1936,12,0.239,3.909,Dec
1937,1,-0.198,2.422,Jan
1937,2,0.311,3.541,Feb
1937,3,-0.505,4.825,Mar
1937,4,-0.248,8.112,Apr
1937,5,0.038,11.408,May
1937,6,0.068,13.597999999999999,Jun
1937,7,-0.043,14.367,Jul
1937,8,0.076,14.006,Aug
1937,9,0.278,12.398,Sep
1937,10,0.441,9.701,Oct
1937,11,0.21,6.33,Nov
1937,12,-0.21899999999999997,3.451,Dec
1938,1,0.265,2.8850000000000002,Jan
1938,2,0.17800000000000002,3.408,Feb
1938,3,0.316,5.646,Mar
1938,4,0.563,8.923,Apr
1938,5,0.09300000000000001,11.463,May
1938,6,-0.203,13.327,Jun
1938,7,0.087,14.497,Jul
1938,8,0.054000000000000006,13.984,Aug
1938,9,0.308,12.427999999999999,Sep
1938,10,0.499,9.759,Oct
1938,11,0.39899999999999997,6.519,Nov
1938,12,-0.174,3.496,Dec
1939,1,0.305,2.9250000000000003,Jan
1939,2,0.006,3.2359999999999998,Feb
1939,3,-0.402,4.928,Mar
1939,4,-0.02,8.34,Apr
1939,5,0.14800000000000002,11.517999999999999,May
1939,6,0.006999999999999999,13.536999999999999,Jun
1939,7,-0.008,14.402000000000001,Jul
1939,8,0.024,13.953999999999999,Aug
1939,9,-0.162,11.957999999999998,Sep
1939,10,-0.057,9.203,Oct
1939,11,0.061,6.181,Nov
1939,12,1.305,4.975,Dec
1940,1,-0.304,2.3160000000000003,Jan
1940,2,0.19899999999999998,3.429,Feb
1940,3,0.107,5.437,Mar
1940,4,0.418,8.777999999999999,Apr
1940,5,-0.05,11.319999999999999,May
1940,6,0.063,13.593,Jun
1940,7,0.163,14.573,Jul
1940,8,-0.10300000000000001,13.827,Aug
1940,9,0.145,12.264999999999999,Sep
1940,10,0.179,9.439,Oct
1940,11,-0.026000000000000002,6.094,Nov
1940,12,0.47700000000000004,4.147,Dec
1941,1,0.125,2.745,Jan
1941,2,0.426,3.656,Feb
1941,3,-0.131,5.199,Mar
1941,4,0.215,8.575,Apr
1941,5,0.11,11.479999999999999,May
1941,6,0.087,13.616999999999999,Jun
1941,7,0.278,14.688,Jul
1941,8,0.102,14.032,Aug
1941,9,-0.309,11.811,Sep
1941,10,0.43799999999999994,9.698,Oct
1941,11,-0.183,5.937,Nov
1941,12,0.026000000000000002,3.6959999999999997,Dec
